"Story","Title","Result","Date","Stability","Duration (s)"
"seleccion aleatoria de un producto dentro de una categoria","seleccionar de manera aleatoria un producto de la categoria nevera","SUCCESS","2022-08-13T18:18:38.203-05:00[America/Bogota]","0.0","64.98"
